1:
 num     #instances         #bytes  class name (module)
 229:           493          11832  java.util.Collections$SetFromMap (java.base@21.0.12)
 230:           478          11472  org.apache.kafka.common.protocol.types.CompactArrayOf
 231:           354          11328  javax.management.ObjectName (java.management@21.0.12)
 232:           236          11328  sun.security.x509.X500Name (java.base@21.0.12)
 233:           471          11304  org.springframework.beans.BeanMetadataAttribute
 234:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcome
 235:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionOutcome
 236:           200          11200  [Lorg.apache.catalina.core.ApplicationFilterConfig;
 237:           200          11200  org.apache.catalina.connector.Response
 238:           200          11200  org.apache.catalina.mapper.MappingData
 239:           200          11200  org.apache.coyote.http11.Http11OutputBuffer
 240:           232          11136  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.12)
 241:            98          10976  org.springframework.boot.loader.jar.NestedJarFile$NestedJarEntry
 242:           341          10912  jdk.internal.math.FDBigInteger (java.base@21.0.12)
 243:           452          10848  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@21.0.12)
 244:           192          10752  org.springframework.context.annotation.ConfigurationClass
 245:           268          10720  io.micrometer.prometheusmetrics.PrometheusMeterRegistry$$Lambda/0x0000744ac47b6fe0
 246:           264          10560  sun.security.util.KnownOIDs (java.base@21.0.12)
 247:           329          10528  java.util.RegularEnumSet (java.base@21.0.12)
 248:           118          10384  java.util.regex.Pattern (java.base@21.0.12)
 249:           253          10120  java.lang.invoke.DirectMethodHandle$Interface (java.base@21.0.12)
 250:           249           9960  sun.reflect.generics.repository.MethodRepository (java.base@21.0.12)
 251:           311           9952  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.12)
 252:           310           9920  io.lettuce.core.protocol.CommandType
 253:           609           9744  org.apache.kafka.common.protocol.types.TaggedFields
 254:           118           9440  sun.security.x509.X509CertImpl (java.base@21.0.12)
 255:             3           9248  [Ljava.util.Locale; (java.base@21.0.12)
