1:
 num     #instances         #bytes  class name (module)
 268:           134           8576  java.lang.module.ModuleDescriptor (java.base@21.0.12)
 269:           357           8568  java.lang.Double (java.base@21.0.12)
 270:           249           8520  [Lorg.postgresql.core.Field;
 271:           354           8496  sun.security.x509.AlgorithmId (java.base@21.0.12)
 272:           209           8360  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.12)
 273:           257           8224  org.springframework.core.convert.TypeDescriptor
 274:           205           8200  org.apache.kafka.common.metrics.stats.Avg
 275:           340           8160  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@21.0.12)
 276:           203           8120  sun.nio.cs.UTF_8$Decoder (java.base@21.0.12)
 277:           200           8000  org.apache.coyote.AsyncStateMachine
 278:           200           8000  org.apache.coyote.http11.filters.ChunkedOutputFilter
 279:           200           8000  org.apache.coyote.http11.filters.IdentityInputFilter
 280:           200           8000  org.apache.tomcat.util.log.UserDataHelper
 281:           284           7976  [Ljava.lang.reflect.Parameter; (java.base@21.0.12)
 282:           331           7944  org.springframework.cglib.core.Signature
 283:           110           7920  org.springframework.core.annotation.AnnotatedMethod$AnnotatedMethodParameter
 284:           329           7896  io.micrometer.prometheusmetrics.MicrometerCollector
 285:           236           7840  [Lsun.security.x509.RDN; (java.base@21.0.12)
 286:           489           7824  java.util.HashMap$KeySet (java.base@21.0.12)
 287:           489           7824  org.apache.kafka.common.metrics.Sensor$$Lambda/0x00007ce63499a860
 288:           487           7792  tools.jackson.databind.node.StringNode
 289:           236           7552  sun.nio.fs.UnixPath (java.base@21.0.12)
 290:           471           7536  org.springframework.boot.autoconfigure.condition.ConditionMessage
 291:           235           7520  org.apache.kafka.common.metrics.stats.Rate
 292:           308           7392  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.12)
 293:            66           7392  org.springframework.beans.GenericTypeAwarePropertyDescriptor
 294:           131           7336  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.12)
 295:           305           7320  org.springframework.context.annotation.BeanMethod
 296:           452           7232  java.util.WeakHashMap$KeySet (java.base@21.0.12)
 297:           226           7232  java.util.zip.ZipFile$CleanableResource (java.base@21.0.12)
 298:           225           7200  org.apache.kafka.common.metrics.stats.Meter
 299:           224           7168  org.springframework.boot.loader.jar.NestedJarFileResources
