1:
 num     #instances         #bytes  class name (module)
 265:           283           6792  io.lettuce.core.protocol.CommandArgs$ProtocolKeywordArgument
 266:           282           6768  java.lang.reflect.Executable$ParameterData (java.base@21.0.12)
 267:           210           6720  org.springframework.boot.loader.zip.FileDataBlock
 268:           277           6648  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 269:           118           6608  sun.security.x509.X509CertInfo (java.base@21.0.12)
 270:           272           6528  sun.reflect.generics.tree.FormalTypeParameter (java.base@21.0.12)
 271:           116           6496  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.12)
 272:           202           6464  org.postgresql.core.SqlCommand
 273:           198           6336  jdk.jfr.internal.EventControl (jdk.jfr@21.0.12)
 274:           264           6336  jdk.jfr.internal.settings.BooleanValue (jdk.jfr@21.0.12)
 275:           198           6336  jdk.jfr.internal.settings.EnabledSetting (jdk.jfr@21.0.12)
 276:           198           6336  org.springframework.core.io.ClassPathResource
 277:            98           6272  java.nio.DirectByteBuffer (java.base@21.0.12)
 278:           261           6264  javax.management.ImmutableDescriptor (java.management@21.0.12)
 279:           256           6144  io.lettuce.core.protocol.CommandArgs$IntegerArgument
 280:           256           6144  java.beans.MethodRef (java.desktop@21.0.12)
 281:           377           6128  [Lorg.apache.kafka.common.metrics.Sensor;
 282:           153           6120  org.springframework.web.util.pattern.LiteralPathElement
 283:           254           6096  org.apache.kafka.common.metrics.stats.CumulativeSum
 284:           152           6080  java.lang.invoke.DirectMethodHandle$Special (java.base@21.0.12)
 285:           152           6080  org.apache.kafka.common.metrics.stats.Max
 286:           108           6048  java.util.logging.Logger (java.logging@21.0.12)
 287:           189           6048  org.springframework.web.util.pattern.SeparatorPathElement
 288:           248           5952  java.security.Provider$UString (java.base@21.0.12)
 289:           123           5904  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@21.0.12)
 290:            82           5904  org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl
 291:           246           5904  sun.reflect.generics.scope.MethodScope (java.base@21.0.12)
 292:            67           5896  tools.jackson.databind.ser.BeanPropertyWriter
 293:           183           5856  jdk.jfr.internal.SettingsManager$InternalSetting (jdk.jfr@21.0.12)
 294:           244           5856  org.apache.tomcat.util.http.MimeHeaderField
 295:           241           5784  java.util.Date (java.base@21.0.12)
 296:           180           5760  java.util.logging.LogManager$LogNode (java.logging@21.0.12)
